Identifiant du lieu,Ann�e du tournage,Type de tournage,Titre,R�alisateur,Producteur,Localisation de la sc�ne,Code postal,Date de d�but,Date de fin,Coordonn�e en X,Coordonn�e en Y,geo_shape,geo_point_2d,,
2018-1178,2018,Long m�trage,Voir le Jour,Stanley WOODWARD,LES FILMS DE LA NUIT,15 avenue de choisy,75013,75013,16/10/2018,16/10/2018,2.36381982,48.82089048,"{""type"": ""Point"", ""coordinates"": [2.363819819936962, 48.820890483053994]}",48.8208904831,2.36381981994
2018-1500,2018,Long m�trage,La Daronne,Jean Paul SALOME,Les Films du Lendemain,9 rue drouot,75009,75009,23/11/2018,23/11/2018,2.34038895,48.87309191,"{""type"": ""Point"", ""coordinates"": [2.340388947833864, 48.87309191229121]}",48.8730919123,2.34038894783
2018-1567,2018,Long m�trage,FORTE,Katia LEWKOWICZ,QUAD FILMS,1 place pigalle,75009,75009,20/12/2018,20/12/2018,2.33776162,48.88207825,"{""type"": ""Point"", ""coordinates"": [2.3377616159760892, 48.882078251855546]}",48.8820782519,2.33776161598
2019-1196,2019,Long m�trage,ARTHUR RAMBO,Laurent Cantet,LES FILMS DE PIERRE,place l�on blum,75011,75011,24/09/2019,25/09/2019,2.37989725,48.85857958,"{""type"": ""Point"", ""coordinates"": [2.379897253949014, 48.85857958383595]}",48.8585795838,2.37989725395
2018-1244,2018,Long m�trage,DEUX MOI,CEDRIC KLAPISCH,CE QUI ME MEUT,25 rue doudeauville,75018,75018,17/10/2018,17/10/2018,2.35588285,48.88861276,"{""type"": ""Point"", ""coordinates"": [2.355882845804638, 48.888612757161155]}",48.8886127572,2.3558828458
2018-1247,2018,Long m�trage,La Daronne,Jean Paul SALOME,Les Films du Lendemain,39 rue compans,75019,75019,09/10/2018,09/10/2018,2.39323166,48.87796133,"{""type"": ""Point"", ""coordinates"": [2.3932316551203012, 48.87796132893556]}",48.8779613289,2.39323165512
2018-1250,2018,Long m�trage,HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,boulevard de reims,75017,75017,17/10/2018,17/10/2018,2.3006491000000002,48.89211275,"{""type"": ""Point"", ""coordinates"": [2.300649100978518, 48.89211274835107]}",48.8921127484,2.30064910098
2019-15,2019,Long m�trage,Kizie aur Manny,Mukesh Chhabra,Jet Films Paris,avenue des champs elys�es,75008,75008,13/01/2019,13/01/2019,2.30528845,48.87053329,"{""type"": ""Point"", ""coordinates"": [2.305288451489716, 48.87053328800335]}",48.870533288,2.30528845149
2019-937,2019,Long m�trage,T'as P�cho?,Adeline PICAULT,SCARLETT PRODUCTION,39 route des petits ponts,75019,75019,13/08/2019,15/08/2019,2.39773579,48.89320342,"{""type"": ""Point"", ""coordinates"": [2.397735786930017, 48.893203414186246]}",48.8932034142,2.39773578693
2019-982,2019,Long m�trage,Par-dessus l'�paule de Jonas,J�r�me Bonnell,DIAPHANA FILMS,1 rue de capri,75012,75012,19/08/2019,22/08/2019,2.39792743,48.83554492,"{""type"": ""Point"", ""coordinates"": [2.397927426109926, 48.83554492055288]}",48.8355449206,2.39792742611
2019-987,2019,Long m�trage,Par-dessus l'�paule de Jonas,J�r�me Bonnell,DIAPHANA FILMS,1 rue de capri,75012,75012,24/08/2019,24/08/2019,2.39792743,48.83554492,"{""type"": ""Point"", ""coordinates"": [2.397927426109926, 48.83554492055288]}",48.8355449206,2.39792742611
2019-645,2019,Long m�trage,VILLA CAPRICE,BERNARD STORA,JPG FILMS,70 boulevard berthier,75017,75017,06/06/2019,06/06/2019,2.30551335,48.89108549,"{""type"": ""Point"", ""coordinates"": [2.3055133452185252, 48.89108549065981]}",48.8910854907,2.30551334522
2016-2304,2016,Long m�trage,AURORE TABORT,BLANDINE LENOIR,KARE PRODUCTIONS,24� RUE� DU COTENTIN,75015,13/04/2016,13/04/2016,2.314191,48.838747,"{""type"": ""Point"", ""coordinates"": [2.314191000137837, 48.83874699978067]}",48.8387469998,2.31419100014,
2016-2343,2016,Long m�trage,MARYLINE,GUILLAUME GALLIENNE,LGM FILMS,25/37� AVENUE� LOWENDAL,75015,12/10/2016,13/10/2016,2.302844,48.848519,"{""type"": ""Point"", ""coordinates"": [2.30284400021749, 48.848518999894594]}",48.8485189999,2.30284400022,
2020-839,2020,Long m�trage,MES TR�S CHERS ENFANTS,ALEXANDRA LECL�RE,LES FILMS DU 24,7 rue raffa�lli,75016,75016,13/11/2020,13/11/2020,2.25567522,48.84317824,"{""type"": ""Point"", ""coordinates"": [2.255675218453227, 48.843178238253664]}",48.8431782383,2.25567521845
2016-860,2016,Long m�trage,CARBONE,OLIVIER MARCHAL,LES FILMS MANUEL MUNZ,56� BOULEVARD� MURAT,75016,04/11/2016,04/11/2016,2.256011,48.842788,"{""type"": ""Point"", ""coordinates"": [2.256011000475584, 48.84278800032861]}",48.8427880003,2.25601100048,
2016-892,2016,Long m�trage,THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,RUE� DE BELZUNCE,75010,19/10/2016,19/10/2016,2.351173,48.879387,"{""type"": ""Point"", ""coordinates"": [2.351173000092481, 48.879386999863996]}",48.8793869999,2.35117300009,
2016-2394,2016,Long m�trage,LE BRIO,YVAN ATTAL,CHAPTER 2,188� BOULEVARD� SAINT GERMAIN,75007,02/12/2016,02/12/2016,2.330355,48.854646,"{""type"": ""Point"", ""coordinates"": [2.330355000102557, 48.85464599960932]}",48.8546459996,2.3303550001,
2016-2424,2016,Long m�trage,MADAME,AMANDA STHERS,LGM FILMS,12� RUE� JOSEPH DE MAISTRE/LE TERRASS'HOTEL,75018,30/08/2016,30/08/2016,2.333111,48.886486,"{""type"": ""Point"", ""coordinates"": [2.333111000409865, 48.886486000361835]}",48.8864860004,2.33311100041,
2016-2439,2016,Long m�trage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,RUE� SAINT ETIENNE DU MONT,75005,31/05/2016,31/05/2016,2.348068,48.846736,"{""type"": ""Point"", ""coordinates"": [2.348068000556496, 48.84673599979674]}",48.8467359998,2.34806800056,
2016-2466,2016,Long m�trage,LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,EGLISE� SAINT GERMAIN DES PRES,75006,17/08/2016,17/08/2016,2.333248,48.854352,"{""type"": ""Point"", ""coordinates"": [2.3332480006655603, 48.854351999900814]}",48.8543519999,2.33324800067,
2020-978,2020,Long m�trage,Vous n'aurez pas ma haine,Kilian Riedhof,HAUT ET COURT,rue ramponeau,75020,75020,09/12/2020,10/12/2020,2.38106754,48.87156264,"{""type"": ""Point"", ""coordinates"": [2.381067538365306, 48.87156263886527]}",48.8715626389,2.38106753837
2019-1436,2019,Long m�trage,La pi�ce rapport�e,Antonin Peretjatko,L'ATELIER DE PRODUCTION / LA PIECE RAPPORTEE,116 avenue du pr�sident kennedy,75016,75016,28/10/2019,28/10/2019,2.27952937,48.85214876,"{""type"": ""Point"", ""coordinates"": [2.279529371112953, 48.852148763569126]}",48.8521487636,2.27952937111
2019-1456,2019,Long m�trage,DES JOURS SAUVAGES,David LANZMANN,SINGLE MAN PRODUCTIONS,64 rue de turbigo,75003,75003,05/11/2019,05/11/2019,2.35889988,48.86599652,"{""type"": ""Point"", ""coordinates"": [2.358899883937234, 48.86599652376008]}",48.8659965238,2.35889988394
2018-794,2018,Long m�trage,CHANSON DOUCE,LUCIE BORLETEAU,WHY NOT PRODUCTIONS,23 rue jean-pierre timbaud,75011,75011,02/07/2018,11/07/2018,2.3683791100000002,48.86540504,"{""type"": ""Point"", ""coordinates"": [2.368379107504065, 48.86540503704447]}",48.865405037,2.3683791075
2018-826,2018,Long m�trage,C'est quoi cette famille?! 2,Gabriel Julien Laferri�re,BONNE PIOCHE CINEMA,place armand carrel,75019,75019,23/07/2018,23/07/2018,2.38173499,48.88256121,"{""type"": ""Point"", ""coordinates"": [2.381734993417741, 48.88256121136769]}",48.8825612114,2.38173499342
2016-993,2016,Long m�trage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,RUE� DE LEVIS,75017,14/04/2016,14/04/2016,2.314038,48.883399,"{""type"": ""Point"", ""coordinates"": [2.314037999852314, 48.88339899987059]}",48.8833989999,2.31403799985,
2018-1518,2018,Long m�trage,FORTE,Katia LEWKOWICZ,QUAD FILMS,5 avenue albert de mun,75016,75016,06/12/2018,08/12/2018,2.29147419,48.86303972,"{""type"": ""Point"", ""coordinates"": [2.29147418547214, 48.86303971716837]}",48.8630397172,2.29147418547
2016-1001,2016,Long m�trage,120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,LES FILMS DE PIERRE,BOULEVARD� HENRI IV,75004,02/07/2016,02/07/2016,2.36443,48.85172,"{""type"": ""Point"", ""coordinates"": [2.364430000580047, 48.851719999610054]}",48.8517199996,2.36443000058,
2019-485,2019,Long m�trage,Mon Cousin,Jan Kounen,ESKWAD,18 rue du quatre septembre,75002,75002,11/05/2019,11/05/2019,2.3362347,48.86974721,"{""type"": ""Point"", ""coordinates"": [2.33623469843307, 48.869747206643765]}",48.8697472066,2.33623469843
2019-1468,2019,Long m�trage,LA BEAUTE DU GESTE,SYLVIE OHAYON,LES FILMS DU 24,avenue montaigne,75008,75008,30/10/2019,30/10/2019,2.3051124,48.86639226,"{""type"": ""Point"", ""coordinates"": [2.305112396719335, 48.86639226118215]}",48.8663922612,2.30511239672
2016-2536,2016,Long m�trage,NUMERO UNE,TONIE MARSHALL,TABO TABO FILMS,74TER� RUE� LAURISTON,75016,31/10/2016,31/10/2016,2.288805,48.868221,"{""type"": ""Point"", ""coordinates"": [2.288804999387381, 48.86822099961211]}",48.8682209996,2.28880499939,
2018-844,2018,Long m�trage,CHANSON DOUCE,LUCIE BORLETEAU,WHY NOT PRODUCTIONS,23 rue jean-pierre timbaud,75011,75011,10/07/2018,21/07/2018,2.3683791100000002,48.86540504,"{""type"": ""Point"", ""coordinates"": [2.368379107504065, 48.86540503704447]}",48.865405037,2.3683791075
2019-1586,2019,Long m�trage,J'IRAI MOURIR DANS LES CARPATES,ANTOINE DE MAXIMY,ROUGE INTERNATIONAL,10 rue la vacquerie,75011,75011,03/12/2019,04/12/2019,2.3851671,48.85809612,"{""type"": ""Point"", ""coordinates"": [2.3851670968643113, 48.85809611756942]}",48.8580961176,2.38516709686
2016-2574,2016,Long m�trage,FLORA63,STEPHANE ROBELIN,ICI ET LA PRODUCTIONS,19/21/23� RUE� DE BELLEVILLE,75019,12/05/2016,12/05/2016,2.378965,48.872794,"{""type"": ""Point"", ""coordinates"": [2.378964999624888, 48.872793999744296]}",48.8727939997,2.37896499962,
2019-1535,2019,Long m�trage,JE SUIS KARL,Christian Schwochow,ALCATRAZ FILMS,27 rue faidherbe,75011,75011,12/11/2019,12/11/2019,2.38298106,48.85263394,"{""type"": ""Point"", ""coordinates"": [2.382981062501914, 48.8526339364133]}",48.8526339364,2.3829810625
2018-929,2018,Long m�trage,QUAND ON CRIE AU LOUP,Marilou Berry,Wonder Films,rue louis boilly,75016,75016,14/08/2018,15/08/2018,2.26675743,48.85925008,"{""type"": ""Point"", ""coordinates"": [2.266757431353521, 48.859250077950215]}",48.859250078,2.26675743135
2016-1031,2016,Long m�trage,MADAME,AMANDA STHERS,LGM FILMS,5� AVENUE� MAC MAHON/CINEMA MAC MAHON,75017,20/07/2016,20/07/2016,2.294478,48.875539,"{""type"": ""Point"", ""coordinates"": [2.29447800050035, 48.87553900015484]}",48.8755390002,2.2944780005,
2019-199,2019,Long m�trage,IBRAHIM,SAMIR GUESMI,WHY NOT PRODUCTIONS,80 boulevard diderot,75012,75012,26/02/2019,27/02/2019,2.38275542,48.846732180000004,"{""type"": ""Point"", ""coordinates"": [2.382755416493019, 48.84673217412242]}",48.8467321741,2.38275541649
2016-1042,2016,Long m�trage,DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,RUE� DE LA BOULE ROUGE,75009,22/04/2016,22/04/2016,2.344846,48.873479,"{""type"": ""Point"", ""coordinates"": [2.344846000245556, 48.873479000263266]}",48.8734790003,2.34484600025,
2019-200,2019,Long m�trage,Passion Simple,Danielle Arbid,LES FILMS PELLEAS,rue de grenelle,75007,75007,26/02/2019,26/02/2019,2.31384246,48.85833047,"{""type"": ""Point"", ""coordinates"": [2.313842461121562, 48.858330472778576]}",48.8583304728,2.31384246112
2020-1074,2020,Long m�trage,LES FEMMES DU SQUARE,Julien Rambaldi,LES FILMS DU KIOSQUE,rue alfred stevens,75009,75009,14/12/2020,14/12/2020,2.339847,48.881528,"{""type"": ""Point"", ""coordinates"": [2.3398470039062422, 48.88152800122663]}",48.8815280012,2.33984700391
2020-1076,2020,Long m�trage,Vous n'aurez pas ma haine,Kilian Riedhof,HAUT ET COURT,1 rue de vouill�,75015,75015,10/12/2020,10/12/2020,2.30288371,48.83548321,"{""type"": ""Point"", ""coordinates"": [2.302883713329937, 48.83548320884405]}",48.8354832088,2.30288371333
2019-223,2019,Long m�trage,DOCTEUR ?,Tristan SEGUELA,Unit� de Production,90 avenue henri martin,75016,75016,25/02/2019,26/02/2019,2.27057405,48.86365343,"{""type"": ""Point"", ""coordinates"": [2.270574045655998, 48.86365342510972]}",48.8636534251,2.27057404566
2020-1086,2020,Long m�trage,STELLA EST AMOUREUSE,Sylvie Verheyde,ATELIER DE PRODUCTION,rue jean dunand,75013,75013,22/12/2020,22/12/2020,2.36400073,48.82292825,"{""type"": ""Point"", ""coordinates"": [2.3640007342070453, 48.82292824880375]}",48.8229282488,2.36400073421
2016-1102,2016,Long m�trage,BITTER FLOWERS,OLIVIER MEYS,MILLE ET UNE FILMS,BOULEVARD� DE LA VILLETTE,75019,03/10/2016,03/10/2016,2.370574,48.878667,"{""type"": ""Point"", ""coordinates"": [2.37057399975817, 48.87866699990936]}",48.8786669999,2.37057399976,
2016-1103,2016,Long m�trage,GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,9 ET 11� RUE� TRONCHET,75008,08/03/2016,08/03/2016,2.32541,48.871633,"{""type"": ""Point"", ""coordinates"": [2.325409999834243, 48.871632999846334]}",48.8716329998,2.32540999983,
2019-1545,2019,Long m�trage,30 COINS,Alex de la Iglesia,LIONCEAU FILMS,19 place vend�me,75001,75001,17/11/2019,19/11/2019,2.32928037,48.86821602,"{""type"": ""Point"", ""coordinates"": [2.3292803747988122, 48.86821602377801]}",48.8682160238,2.3292803748
2016-1137,2016,Long m�trage,MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,12� AVENUE� TRUDAINE,75009,09/03/2016,09/03/2016,2.343411,48.881483,"{""type"": ""Point"", ""coordinates"": [2.343410999625117, 48.88148300037272]}",48.8814830004,2.34341099963,
2019-1583,2019,Long m�trage,Trois Fois Rien,Nadege Loiseau,SRAB FILMS,110 rue de meaux,75019,75019,20/11/2019,20/11/2019,2.3814239,48.88547259,"{""type"": ""Point"", ""coordinates"": [2.381423899194307, 48.885472584922525]}",48.8854725849,2.38142389919
2016-1175,2016,Long m�trage,SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,12� RUE� DE TORCY/CHANTIER GCC,75018,06/04/2016,09/04/2016,2.364076,48.891254,"{""type"": ""Point"", ""coordinates"": [2.364076000029386, 48.89125400021143]}",48.8912540002,2.36407600003,
2017-97,2017,Long m�trage,EVA,Beno�t JACQUOT,MACASSAR PRODUCTIONS,11 boulevard de port-royal,75013,75013,03/03/2017,03/03/2017,2.34965393,48.83681678,"{""type"": ""Point"", ""coordinates"": [2.349653931679786, 48.83681678117608]}",48.8368167812,2.34965393168
2016-1186,2016,Long m�trage,UNE SAISON EN FRANCE,MAHAMAT-SALEH HAROUN,PILI FILMS,RUE� FREDERIQUE LEMAITRE,75020,15/11/2016,15/11/2016,2.392362,48.874247,"{""type"": ""Point"", ""coordinates"": [2.392361999898783, 48.87424700027077]}",48.8742470003,2.3923619999,
2016-1188,2016,Long m�trage,BARBARA,MATHIEU AMALRIC,WAITING FOR CINEMA,PONT� AU CHANGE,75004,28/11/2016,28/11/2016,2.350685,48.853792,"{""type"": ""Point"", ""coordinates"": [2.350684999561315, 48.8537920001023]}",48.8537920001,2.35068499956,
2016-2635,2016,Long m�trage,LA SAGE FEMME,MARTIN PROVOST,CURIOSA FILMS,27� RUE� WASHINGTON,75008,07/04/2016,07/04/2016,2.303342,48.873433,"{""type"": ""Point"", ""coordinates"": [2.303341999697934, 48.873433000281274]}",48.8734330003,2.3033419997,
2016-1195,2016,Long m�trage,BITTER FLOWERS,OLIVIER MEYS,MILLE ET UNE FILMS,35/41� BOULEVARD� DE LA VILLETTE ET SUR LE TERRE-PLEIN,75019,28/09/2016,28/09/2016,2.370574,48.878667,"{""type"": ""Point"", ""coordinates"": [2.37057399975817, 48.87866699990936]}",48.8786669999,2.37057399976,
2016-1235,2016,Long m�trage,NUMERO UNE,TONIE MARSHALL,TABO TABO FILMS,42� RUE� DES PETITES ECURIES,75010,10/11/2016,10/11/2016,2.350107,48.873921,"{""type"": ""Point"", ""coordinates"": [2.35010699963102, 48.873921000204234]}",48.8739210002,2.35010699963,
2017-4,2017,Long m�trage,BIG BANG,CECILIA ROUAUD,FIRELIGHT,port de la gare,75013,75013,02/03/2017,02/03/2017,2.37494822,48.83668324,"{""type"": ""Point"", ""coordinates"": [2.374948217663299, 48.83668324366423]}",48.8366832437,2.37494821766
2017-26,2017,Long m�trage,JALOUSE,St�phane et David FOENKINOS,MANDARIN PRODUCTION,147 rue de rennes,75006,75006,24/02/2017,24/02/2017,2.32585182,48.84570513,"{""type"": ""Point"", ""coordinates"": [2.325851817884588, 48.845705129499564]}",48.8457051295,2.32585181788
2017-44,2017,Long m�trage,Big Bang,C�cilia Rouaud,FIRELIGHT Bing Bang,rue de l'agent bailly,75009,75009,03/03/2017,03/03/2017,2.3416521,48.87848559,"{""type"": ""Point"", ""coordinates"": [2.341652099061795, 48.87848558642685]}",48.8784855864,2.34165209906
2020-47,2020,Long m�trage,PETITE LE�ON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,12 avenue trudaine,75009,75009,01/02/2020,01/02/2020,2.3434236999999998,48.88148627,"{""type"": ""Point"", ""coordinates"": [2.343423695605995, 48.88148627252094]}",48.8814862725,2.34342369561
2017-46,2017,Long m�trage,SIMON ET TH�ODORE,MIKAEL BUCH,MONA FILMS,boulevard de belleville,75020,75020,15/03/2017,16/03/2017,2.3806773,48.86903788,"{""type"": ""Point"", ""coordinates"": [2.380677300974583, 48.86903787994269]}",48.8690378799,2.38067730097
2020-50,2020,Long m�trage,PETITE LE�ON D'AMOUR,EVE DEBOISE,BLUE MONDAY PRODUCTIONS,10 square de clignancourt,75018,75018,31/01/2020,31/01/2020,2.34697556,48.89301693,"{""type"": ""Point"", ""coordinates"": [2.346975562795389, 48.89301692767289]}",48.8930169277,2.3469755628
2017-51,2017,Long m�trage,SIMON ET TH�ODORE,MIKAEL BUCH,MONA FILMS,rue pierre s�mard,75009,75009,16/03/2017,17/03/2017,2.34687462,48.87739988,"{""type"": ""Point"", ""coordinates"": [2.346874617567512, 48.87739988162997]}",48.8773998816,2.34687461757
2016-1324,2016,Long m�trage,OUI MADEMOISELLE,YISHU YANG,BAYOO,ESCALIER� ENTRE LES RUES LAMARCK ET BACHELET,75018,13/03/2016,13/03/2016,2.344938,48.888672,"{""type"": ""Point"", ""coordinates"": [2.344937999807084, 48.888672000026666]}",48.888672,2.34493799981,
2017-340,2017,Long m�trage,Amanda,Mikhael Hers,Nord-Ouest films,place mireille havet,75011,75011,11/08/2017,11/08/2017,2.3839404,48.85034046,"{""type"": ""Point"", ""coordinates"": [2.383940403401828, 48.850340458662046]}",48.8503404587,2.3839404034
2017-281,2017,Long m�trage,Un Cadeau du Ciel,,L�gendaire,passage de la bonne graine,75011,75011,13/04/2017,14/04/2017,2.37714719,48.85235134,"{""type"": ""Point"", ""coordinates"": [2.377147194303626, 48.85235133412346]}",48.8523513341,2.3771471943
2016-1455,2016,Long m�trage,COEXISTER,FABRICE EBOUE,EUROPA CORP,32 BIS� RUE� DES BOIS,75019,07/12/2016,07/12/2016,2.3996750000000002,48.878365,"{""type"": ""Point"", ""coordinates"": [2.399675000574412, 48.87836500012655]}",48.8783650001,2.39967500057,
2016-1475,2016,Long m�trage,ALIBI.COM,PHILIPPE LACHEAU,FECHNER FILMS,32� BOULEVARD� DE COURCELLES,75017,26/04/2016,26/04/2016,2.311352,48.880878,"{""type"": ""Point"", ""coordinates"": [2.311352000142363, 48.880877999953846]}",48.880878,2.31135200014,
2016-1486,2016,Long m�trage,UNE SAISON EN FRANCE,MAHAMAT-SALEH HAROUN,PILI FILMS,PROMENADE� AMALIA RODRIGUES,75019,15/12/2016,15/12/2016,2.373295,48.885882,"{""type"": ""Point"", ""coordinates"": [2.3732949998173, 48.88588200020123]}",48.8858820002,2.37329499982,
2016-1513,2016,Long m�trage,CORPORATE,NICOLAS SILHOL,KAZAK PRODUCTIONS,83� RUE� TAITBOUT,75009,16/03/2016,16/03/2016,2.335402,48.877154,"{""type"": ""Point"", ""coordinates"": [2.335401999654296, 48.87715399968134]}",48.8771539997,2.33540199965,
2017-498,2017,Long m�trage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,rue de la bonne,75018,75018,06/10/2017,06/10/2017,2.34332515,48.88813742,"{""type"": ""Point"", ""coordinates"": [2.343325154812054, 48.888137421448114]}",48.8881374214,2.34332515481
2016-1522,2016,Long m�trage,LE REDOUTABLE,MICHEL HAZANAVICIUS,LES COMPAGNONS DU CINEMA,63� BOULEVARD� DES BATIGNOLLES,75017,20/09/2016,23/09/2016,2.32123,48.882435,"{""type"": ""Point"", ""coordinates"": [2.321229999841929, 48.88243500001092]}",48.882435,2.32122999984,
2017-505,2017,Long m�trage,le Proverbe,Daniel Auteuil,Curiosa,175 boulevard saint-germain,75006,75006,14/09/2017,15/09/2017,2.33052472,48.85425649,"{""type"": ""Point"", ""coordinates"": [2.330524715978465, 48.85425648892782]}",48.8542564889,2.33052471598
2016-1548,2016,Long m�trage,L'EMBARRAS DU CHOIX,ERIC DELAVAINE,SOMBRERO PRODUCTIONS,AVENUE� TRUDAINE,75009,16/08/2016,16/08/2016,2.343211,48.881143,"{""type"": ""Point"", ""coordinates"": [2.343210999622053, 48.881143000008144]}",48.881143,2.34321099962,
2017-553,2017,Long m�trage,Voyez comme on danse,michel Blanc,les films du 24,rue rosa bonheur,75015,75015,21/09/2017,21/09/2017,2.31026291,48.84644854,"{""type"": ""Point"", ""coordinates"": [2.310262909503885, 48.84644854110267]}",48.8464485411,2.3102629095
2020-220,2020,Long m�trage,On est fait pour s'entendre,Pascal Elb�,JERICO FILMS,186 avenue victor hugo,75016,75016,29/05/2020,29/05/2020,2.27491,48.86538664,"{""type"": ""Point"", ""coordinates"": [2.274909995082511, 48.865386636641354]}",48.8653866366,2.27490999508
